"year","fa.action_name","region_name","age_group","active_count","actions_count"
2026,"1.6. Добро Взаимно (закрытые сделки)",Астраханская область,"36-54",1,1
2026,"1.6. Добро Взаимно (закрытые сделки)",Астраханская область,"25-35",3,4
2026,"1.8. Малые добрые дела в ленте добрых дел",Астраханская область,"14-17",2,8
2026,"1.8. Малые добрые дела в ленте добрых дел",Астраханская область,"55-64",11,201
2026,"1.8. Малые добрые дела в ленте добрых дел",Астраханская область,"18-24",1,10
2026,"1.8. Малые добрые дела в ленте добрых дел",Астраханская область,"36-54",10,35
2026,"2.1. Сертификаты Добро Университет",Астраханская область,"0-13",6,8
2026,"2.1. Сертификаты Добро Университет",Астраханская область,"36-54",205,285
2026,"2.1. Сертификаты Добро Университет",Астраханская область,"25-35",75,91
2026,"2.1. Сертификаты Добро Университет",Астраханская область,"55-64",80,99
2026,"2.1. Сертификаты Добро Университет",Астраханская область,"14-17",509,574
2026,"2.1. Сертификаты Добро Университет",Астраханская область,"18-24",404,540
2026,"2.2. Посещение мероприятий",Астраханская область,"14-17",3,3
2026,"2.2. Посещение мероприятий",Астраханская область,"55-64",1,1
2026,"2.2. Посещение мероприятий",Астраханская область,"18-24",8,21
2026,"2.2. Посещение мероприятий",Астраханская область,"0-13",2,2
2026,"2.3. Пройденный путь волонтера",Астраханская область,"18-24",27,27
2026,"2.3. Пройденный путь волонтера",Астраханская область,"36-54",43,43
2026,"2.3. Пройденный путь волонтера",Астраханская область,"25-35",13,15
2026,"2.3. Пройденный путь волонтера",Астраханская область,"0-13",1,2
2026,"2.3. Пройденный путь волонтера",Астраханская область,"55-64",8,9
2026,"2.5. Готов помогать проекту",Астраханская область,"36-54",32,68
2026,"2.5. Готов помогать проекту",Астраханская область,"14-17",18,37
2026,"2.5. Готов помогать проекту",Астраханская область,"55-64",2,4
2026,"2.5. Готов помогать проекту",Астраханская область,"0-13",8,10
2026,"2.5. Готов помогать проекту",Астраханская область,"18-24",11,13
2026,"2.5. Готов помогать проекту",Астраханская область,"25-35",4,4
2026,"2.6. Готов помогать организации",Астраханская область,"18-24",446,537
2026,"2.6. Готов помогать организации",Астраханская область,"0-13",67,168
